"id","DTXSID","CAS","chemName"
1266,"DTXSID40935009","15454-75-8","Zinc 5-oxido-3,4-dihydro-2H-pyrrole-2-carboxylate--5-hydroxy-3,4-dihydro-2H-pyrrole-2-carboxylic acid (1/1/1)"
1267,"DTXSID6049563","15468-32-3","Tridymite"
1268,"DTXSID40745448","156028-14-7","PUBCHEM_71308272"
1269,"DTXSID5027774","15708-41-5","Ethylenediaminetetraacetic acid ferric sodium salt"
1270,"DTXSID00106935","157905-74-3","Ethanaminium, 2-hydroxy-N,N-bis(2-hydroxyethyl)-N-methyl-, esters with C16-18 and C18-unsatd. fatty acids, Me sulfates (salts)"
1271,"DTXSID5027776","15890-25-2","Antimony, tris(dipentylcarbamodithioato-.kappa.S,.kappa.S')-, (OC-6-11)-"
1272,"DTXSID8029311","15956-58-8","Manganese 2-ethylhexanoate"
1273,"DTXSID3032591","16079-88-2","1-Bromo-3-chloro-5,5-dimethylhydantoin"
1274,"DTXSID10106981","162201-45-8","Ethanol, 2-amino-, compds. with polyethylene glycol hydrogen sulfate C12-15-alkyl ethers"
1275,"DTXSID6066028","16245-77-5","p-Phenylenediamine sulfate"
1276,"DTXSID2051217","16291-96-6","Charcoal"
1277,"DTXSID70892191","16389-88-1","Dolomite"
1278,"DTXSID2044555","164462-16-2","N-N-Bis(carboxymethyl)alanine, trisodium salt"
1279,"DTXSID3032670","16484-77-8","(R)-Mecoprop"
1280,"DTXSID7034549","165252-70-0","Dinotefuran"
1281,"DTXSID50109512","166736-08-9","Ethylene oxide-propylene oxide cooplymer mono(2-propylheptyl) ether"
1282,"DTXSID30895087","167883-19-4","Oxirane, 2-methyl-, polymer with alpha-hydro-omega-hydroxypoly(oxy(methyl-1,2-ethanediyl)) and 1,1'-methylenebis(isocyanatobenzene)"
1283,"DTXSID0094023","17068-78-9","Anthophyllite"
1284,"DTXSID1032690","173584-44-6","Indoxacarb"
1285,"DTXSID0024921","1761-71-3","4,4'-Diaminodicyclohexylmethane"
1286,"DTXSID60894740","17863-38-6","2-Hydroxy-1,2,3-propanetricarboxylate 2-aminoethanol"
1287,"DTXSID90891121","182442-95-1","Cobalt lithium manganese nickel oxide"
1288,"DTXSID1032309","1929-73-3","2,4-D-Butotyl"
1289,"DTXSID90895129","193214-24-3","Lithium nickel cobalt aluminium oxide"
1290,"DTXSID10893021","194043-92-0","Shea butter"
1291,"DTXSID0044866","19766-89-3","Sodium 2-ethylhexanoate"
1292,"DTXSID3032541","20018-09-1","Diiodomethyl 4-methylphenyl sulfone"
1293,"DTXSID2051845","20298-69-5","(1R,2R)-2-tert-Butylcyclohexyl acetate"
1294,"DTXSID6041921","20587-61-5","Ethanol, 2-[2-(benzoyloxy)ethoxy]-"
1295,"DTXSID9066671","21041-95-2","Cadmium hydroxide (Cd(OH)2)"
1296,"DTXSID2034465","210880-92-5","Clothianidin"
1297,"DTXSID2066698","21324-40-3","Phosphate(1-), hexafluoro-, lithium"
1298,"DTXSID2025686","2163-80-6","Monosodium methanearsonate"
1299,"DTXSID2036405","21645-51-2","Aluminum hydroxide"
1300,"DTXSID10889126","216689-57-5","Silicic acid, diethoxyoctylsilyl trimethylsilyl ester"
1301,"DTXSID70893022","223747-87-3","Argania Spinosa Oil"
1302,"DTXSID9027819","22464-99-9","Hexanoic acid, 2-ethyl-, zirconium salt (1:?)"
1303,"DTXSID3027823","22984-54-9","Methyltri(2-butanoneoximyl)silane"
1304,"DTXSID9034369","2300-66-5","Dicamba-dimethylammonium"
1305,"DTXSID0032572","23031-36-9","Prallethrin"
1306,"DTXSID2066856","23087-46-9","Acetic acid, ammonium copper salt"
1307,"DTXSID2058627","1786-94-3","3,6,9,12,15-Pentaoxanonadecan-1-ol"
1308,"DTXSID6041397","23696-85-7","Damascenone"
1309,"DTXSID3040803","24937-16-4","Nylon 12"
1310,"DTXSID0049814","24937-78-8","Vinyl acetate ethylene copolymer"
1311,"DTXSID80895097","24937-79-9","Polyvinylidene fluoride"
1312,"DTXSID8043993","24938-91-8","Polyoxyethylene tridecyl ether"
1313,"DTXSID10872790","25038-59-9","Polyethylene terephthalate"
1314,"DTXSID60895116","25038-81-7","Pyromellitic dianhydride, 4,4'-oxydianiline polymer"
1315,"DTXSID5094074","25067-01-0","2-Propenoic acid, butyl ester, polymer with ethenyl acetate"
1316,"DTXSID0050479","25068-38-6","Bisphenol A/ Epichlorohydrin resin"
1317,"DTXSID7047805","25085-50-1","4-tert-Butylphenol formaldehyde resin"
1318,"DTXSID6024624","1675-54-3","Bisphenol A diglycidyl ether"
1319,"DTXSID3049590","25085-99-8","Epoxy resin"
1320,"DTXSID80894808","25104-55-6","Urea, polymer with formaldehyde and phenol"
1321,"DTXSID0049735","25213-24-5","Ethenol-vinyl acetate copolymer"
1322,"DTXSID2036457","25446-78-0","Ethanol, 2-[2-[2-(tridecyloxy)ethoxy]ethoxy]-, hydrogen sulfate, sodium salt"
1323,"DTXSID6049808","25551-13-7","Trimethylbenzene"
1324,"DTXSID60895131","25586-20-3","2-Propenoic acid, polymer with butyl 2-propenoate and ethenylbenzene"
1325,"DTXSID7094183","25750-06-5","2-Propenoic acid, 2-methyl-, methyl ester, polymer with ethenylbenzene and 2-ethylhexyl 2-propenoate"
1326,"DTXSID20895096","25852-37-3","2-Propenoic acid, 2-methyl-, methyl ester, polymer with butyl 2-propenoate"
1327,"DTXSID7042190","2605-79-0","N,N-Dimethyldecylamine oxide"
1328,"DTXSID60894806","26062-94-2","1,4-Benzenedicarboxylic acid, polymer with 1,4-butanediol"
1329,"DTXSID20895091","26125-61-1","1,4-Benzenedicarbonyl dichloride, polymer with 1,4-benzenediamine"
1330,"DTXSID9034286","26172-55-4","5-Chloro-2-methyl-3(2H)-isothiazolone"
1331,"DTXSID3075250","5168-89-8","3,6,9,12,15,18-Hexaoxaoctacosan-1-ol"
1332,"DTXSID5032523","2634-33-5","1,2-Benzisothiazolin-3-one"
1333,"DTXSID90894798","26499-65-0","Plaster of Paris"
1334,"DTXSID2034259","2682-20-4","2-Methyl-3(2H)-isothiazolone"
1335,"DTXSID8044755","2705-87-5","Prop-2-en-1-yl 3-cyclohexylpropanoate"
1336,"DTXSID10892357","27136-73-8","2-(Heptadecenyl)-4,5-dihydro-1H-imidazole-1-ethanol"
1337,"DTXSID5027930","27253-31-2","Cobalt neodecanoate"
1338,"DTXSID6036467","27344-41-8","Disodium 4,4'-bis(2-sulfostyryl)biphenyl"
1339,"DTXSID7094426","28064-14-4","Phenol, polymer with formaldehyde, glycidyl ether"
1340,"DTXSID7058753","28182-81-2","HDI homopolymer"
1341,"DTXSID4027941","28348-53-0","Sodium isopropylbenzenesulfonate"
1342,"DTXSID2039336","28434-00-6","S-Bioallethrin"
1343,"DTXSID70865507","29710-25-6","Octadecanoic acid, 12-hydroxy-, 2-ethylhexyl ester"
1344,"DTXSID0051235","66402-68-4","Ceramic materials and wares, chemicals"
1345,"DTXSID3033276","29911-27-1","Butyl dipropasol solvent"
1346,"DTXSID8062816","3055-97-8","Heptaethylene glycol monododecyl ether"
1347,"DTXSID5039721","3055-99-0","Polyoxyethylene (9) lauryl ether"
1348,"DTXSID9035549","32426-11-2","Octyl decyl dimethyl ammonium chloride"
1349,"DTXSID3027530","3290-92-4","Trimethylolpropane trimethacrylate"
1350,"DTXSID3044419","33454-82-9","Lithium trifluoromethanesulfonate"
1351,"DTXSID5032498","3380-34-5","Triclosan"
1352,"DTXSID3035214","3391-86-4","1-Octen-3-ol"
1353,"DTXSID30865700","34036-80-1","Phenyltris(butanoxime)silane"
1354,"DTXSID3052777","34345-47-6","Poly-L-aspartic acid sodium salt"
1355,"DTXSID5049732","34398-01-1","Poly-(oxy-1,2-ethanediyl)-alpha-undecyl-omega-hydroxy"
1356,"DTXSID30895128","346417-97-8","Lithium nickel manganese cobalt oxide"
1357,"DTXSID2044422","35141-30-1","N-(2-Aminoethyl)-N'-[3-(trimethoxysilyl)propyl]ethane-1,2-diamine"
1358,"DTXSID1044562","3567-66-6","D&C Red No. 33"
1359,"DTXSID70107797","37244-96-5","Nepheline syenite"
1360,"DTXSID8034376","3734-33-6","Denatonium benzoate"
1361,"DTXSID3042390","3811-73-2","Sodium (2-pyridylthio)-N-oxide"
1362,"DTXSID0034649","38641-94-0","Glyphosate isopropylamine"
1363,"DTXSID80895794","39423-51-3","Trimethylolpropane poly(oxypropylene)triamine"
1364,"DTXSID3052068","39445-23-3","Calcium magnesium tetrahydroxide"
1365,"DTXSID60894407","39464-64-7","Poly(oxy-1,2-ethanediyl), .alpha.-(dinonylphenyl)-.omega.-hydroxy-, phosphate"
1366,"DTXSID20894807","39587-22-9","Noneth-4"
1367,"DTXSID7025394","4719-04-4","Triazinetriethanol"
1368,"DTXSID7024245","40487-42-1","Pendimethalin"
1369,"DTXSID2042436","4065-45-6","Sulisobenzone"
1370,"DTXSID40109061","426260-76-6","Heptane, branched, cyclic and linear"
1371,"DTXSID0035744","42822-86-6","p-Menthane-3,8-diol"
1372,"DTXSID20894827","43048-08-4","Octahydro-4,7-methano-1H-indenediyl)bis(methylene) bismethacrylate"
1373,"DTXSID2024903","4403-90-1","D&C Green 5"
1374,"DTXSID20894125","4468-02-4","Zinc gluconate"
1375,"DTXSID3036238","471-34-1","Calcium carbonate"
1376,"DTXSID00891874","9011-05-6","Polynoxylin"
1377,"DTXSID6060139","506-89-8","Urea hydrochloride"
1378,"DTXSID3058618","5117-19-1","Octaethylene glycol"
1379,"DTXSID0032314","51200-87-4","4,4-Dimethyl oxazolidine"
1380,"DTXSID0029761","51580-86-0","Sodium dichloro-s-triazinetrione dihydrate"
1381,"DTXSID2052158","51981-21-6","Tetrasodium N,N-Bis(carboxymethyl)-L-glutamate"
1382,"DTXSID40274167","1315501-18-8","zeta-Cypermethrin"
1383,"DTXSID20895152","53124-00-8","Starch, hydrogen phosphate, 2-hydroxypropyl ether"
1384,"DTXSID6034005","5329-14-6","Sulfamic acid"
1385,"DTXSID6049646","533-96-0","Sodium sesquicarbonate"
1386,"DTXSID10895782","53317-61-6","1,3-Propanediol, 2-ethyl-2-(hydroxymethyl)-, polymer with 1,3-diisocyanatomethylbenzene and 2,2'-oxybis(ethanol)"
1387,"DTXSID70890879","53320-86-8","Silicic acid, lithium magnesium sodium salt"
1388,"DTXSID4034318","53516-76-0","Alkyl* dimethyl benzyl ammonium chloride *(60%C14, 30%C16, 5%C18, 5%C12)"
1389,"DTXSID60895090","53862-89-8","Isocyanic acid, polymethylenepolyphenylene ester, polymer with .alpha.-hydro-.omega.-hydroxypoly[oxy(methyl-1,2-ethanediyl)]"
1390,"DTXSID001014462","None","None"
1391,"DTXSID0027193","544-17-2","Calcium formate"
1392,"DTXSID4041654","5444-75-7","2-Ethylhexyl benzoate"
1393,"DTXSID7031290","54464-57-2","Isocyclemone E"
1394,"DTXSID30893008","54549-25-6","Decyl D-glucopyranoside"
1395,"DTXSID4049660","546-93-0","Magnesium carbonate (1:1)"
1396,"DTXSID9052210","54830-99-8","Tricyclodecenyl acetate"
1397,"DTXSID50866451","54914-37-3","Cyclohexanemethanamine, 1,3,3-trimethyl-N-(2-methylpropylidene)-5-[(2-methylpropylidene)amino]-"
1398,"DTXSID6025565","55-55-0","N-Methyl-p-aminophenol sulfate"
1399,"DTXSID6035491","5538-94-3","Dioctyldimethylammonium chloride"
1400,"DTXSID6041262","5593-70-4","Titanium(IV) n-butoxide"
1401,"DTXSID4044246","55965-84-9","Bio-Perge"
1402,"DTXSID5032529","56073-10-0","Brodifacoum"
1403,"DTXSID4095005","56780-58-6","Starch, 2-hydroxy-3-(trimethylammonio)propyl ether, chloride"
1404,"DTXSID90895088","57029-46-6","Polymethylenepolyphenylisocyanate, propoxylated glycerin polymer"
1405,"DTXSID0034302","57213-69-1","Triclopyr triethylamine salt"
1406,"DTXSID80892167","57455-37-5","Azure blue"
1407,"DTXSID9050488","58398-71-3","Calcium magnesium hydroxide oxide"
1408,"DTXSID2036245","584-08-7","Potassium carbonate"
1409,"DTXSID9027607","5873-54-1","1-Isocyanato-2-(4-isocyanatobenzyl)benzene"
1410,"DTXSID7074668","5949-29-1","1,2,3-Propanetricarboxylic acid, 2-hydroxy-, hydrate (1:1)"
1411,"DTXSID3036442","5964-35-2","Tetrapotassium ethylenediaminetetraacetate"
1412,"DTXSID1042108","598-62-9","Manganese carbonate (1:1)"
1413,"DTXSID3050496","94266-47-4","Citrus extract"
1414,"DTXSID6029709","9084-06-4","Naphthalenesulfonic acid, polymer with formaldehyde, sodium salt"
1415,"DTXSID80209953","6108-05-0","Lidocaine hydrochloride monohydrate"
1416,"DTXSID1040794","6152-33-6","Sodium 2-phenylphenate tetrahydrate"
1417,"DTXSID2075003","6153-56-6","Oxalic acid dihydrate"
1418,"DTXSID00210566","6156-78-1","Manganese acetate tetrahydrate"
1419,"DTXSID90894430","61583-60-6","Molybdenum zinc oxide"
1420,"DTXSID2050453","61788-90-7","Amine oxides, cocoalkyldimethyl"
1421,"DTXSID1024839","61789-51-3","Cobalt naphthenates"
1422,"DTXSID4028098","61790-44-1","Fatty acids, tall-oil, potassium salts"
1423,"DTXSID7049768","61790-53-2","Kieselguhr"
1424,"DTXSID2047696","61791-12-6","Cremophor EL"
1425,"DTXSID40891732","61791-13-7","Alcohols, coco, ethoxylated"
1426,"DTXSID7050456","61791-14-8","Amines, coco alkyl, ethoxylated"
1427,"DTXSID6051273","61791-26-2","PEG-10 Hydrogenated tallow amine"
1428,"DTXSID20893037","61791-42-2","Sodium methyl cocoyl taurate"
1429,"DTXSID6052297","61792-31-2","Lauramidopropylamine oxide"
1430,"DTXSID7052810","61827-42-7","Polyoxyethylene isodecyl ether"
1431,"DTXSID6074592","623-53-0","Carbonic acid, ethyl methyl ester"
1432,"DTXSID4038924","6259-76-3","Hexyl salicylate"
1433,"DTXSID0049573","63148-62-9","Dimethyl polysiloxane"
1434,"DTXSID0038881","633-96-5","C.I. Acid Orange 7"
1435,"DTXSID8032590","63333-35-7","Bromethalin"
1436,"DTXSID20109004","63428-84-2","Polyamide fibers"
1437,"DTXSID1033325","63449-39-8","Chlorinated paraffins"
1438,"DTXSID1048122","63449-41-2","Benzyl-C8-18-alkyldimethylammonium chlorides"
1439,"DTXSID2052655","980-26-7","C.I. Pigment Red 122"
1440,"DTXSID2036293","6358-30-1","C.I. Pigment Violet 23"
1441,"DTXSID70890899","63774-55-0","Aluminum barium magnesium oxide"
1442,"DTXSID2049767","63800-37-3","Sepiolite"
1443,"DTXSID8035217","6440-58-0","1,3-Dimethylol-5,5-dimethylhydantoin"
1444,"DTXSID5032579","64700-56-7","Triclopyr butotyl"
1445,"DTXSID6028157","64741-73-7","Distillates, petroleum, alkylate"
1446,"DTXSID4028173","64741-89-5","Distillates, petroleum, solvent-refined light paraffinic"
1447,"DTXSID2028222","64742-57-0","Residual oils, petroleum, hydrotreated"
1448,"DTXSID2028220","64742-55-8","Distillates, petroleum, hydrotreated light paraffinic"
1449,"DTXSID7028221","64742-56-9","Distillates, petroleum, solvent-dewaxed light paraffinic"
1450,"DTXSID0051233","64475-85-0","Mineral spirits"
1451,"DTXSID0028246","64742-89-8","Solvent naphtha, petroleum, light aliph."
1452,"DTXSID9028251","64742-94-5","Solvent naphtha, petroleum, heavy arom."
1453,"DTXSID40863873","6486-23-3","Butanamide, 2-[2-(4-chloro-2-nitrophenyl)diazenyl]-N-(2-chlorophenyl)-3-oxo-"
1454,"DTXSID0052336","6528-34-3","Pigment Yellow 65"
1455,"DTXSID8037750","65405-77-8","(3Z)-Hex-3-en-1-yl salicylate"
1456,"DTXSID4034289","6542-37-6","5-Hydroxymethyl-1-aza-3,7-dioxabicyclo(3.3.0)octane"
1457,"DTXSID6095459","65497-29-2","Guar gum, 2-hydroxy-3-(trimethylammonio)propyl ether, chloride"
1458,"DTXSID1035783","65733-16-6","S-Methoprene"
1459,"DTXSID60891956","65996-61-4","Pulp, cellulose"
1460,"DTXSID4029773","65996-95-4","Superphosphates, concd."
1461,"DTXSID0028294","65997-06-0","Rosin, hydrogenated"
1462,"DTXSID8050493","65997-15-1","Portland cement"
1463,"DTXSID1095535","65997-16-2","Cement, alumina, chemicals"
1464,"DTXSID7049631","65997-17-3","Fiberglass"
1465,"DTXSID0028298","66071-94-1","Corn, steep liquor"
1466,"DTXSID601014965","None","None"
1467,"DTXSID0034196","66423-05-0","Mecoprop-P-potassium"
1468,"DTXSID5034856","66423-09-4","Mecoprop-P-dimethylammonium"
1469,"DTXSID5041930","66455-14-9","Alcohols, C12-13, ethoxylated"
1470,"DTXSID6041929","66455-15-0","Alcohols, C10-14, ethoxylated"
1471,"DTXSID1027633","6683-19-8","Irganox 1010"
1472,"DTXSID90890932","67542-72-7","Aluminum cerium magnesium terbium oxide"
1473,"DTXSID5052882","67762-90-7","Siloxanes and Silicones, di-Me, reaction products with silica"
1474,"DTXSID5042453","67806-10-4","Tetradecanamide, N-[3-(dimethyloxidoamino)propyl]-"
1475,"DTXSID0029399","67846-68-8","Ethanaminium, N,N-dimethyl-2-[(1-oxooctadecyl)oxy]-N-[2-[(1-oxooctadecyl)oxy]ethyl]-, chloride"
1476,"DTXSID3096242","67989-28-0","Soybean oil, polymer with pentaerythritol, TDI and tung oil"
1477,"DTXSID9050482","68002-97-1","C10-16 ethoxylated alcohol"
1478,"DTXSID70894473","68037-58-1","Siloxanes and Silicones, di-Me, [(dimethoxymethylsilyl)oxy]-terminated"
1479,"DTXSID7052814","68037-59-2","Siloxanes and Silicones, di-Me, Me hydrogen"
1480,"DTXSID9096448","68037-85-4","Siloxanes and Silicones, Me methoxy, polymers with Me silsesquioxanes"
1481,"DTXSID6044147","68038-71-1","Bacillus thuringiensis"
1482,"DTXSID5044574","68039-49-6","2,4-Dimethyl-3-cyclohexene-1-carboxaldehyde"
1483,"DTXSID60894987","90989-74-5","Blood meal"
1484,"DTXSID9096575","68071-95-4","Quaternary ammonium compounds, ethylbis(hydroxyethyl)tallow alkyl, ethoxylated, Et sulfates (salts)"
1485,"DTXSID0028373","68081-81-2","Benzenesulfonic acid, mono-C10-16-alkyl derivs., sodium salts"
1486,"DTXSID70894478","68081-91-4","Poly(oxy-1,2-ethanediyl), .alpha.-sulfo-.omega.-hydroxy-, C12-18-alkyl ethers, sodium salts"
1487,"DTXSID7096705","68083-03-4","Rosin, polymer with phenol"
1488,"DTXSID70895086","68130-99-4","Aziridine, homopolymer, ethoxylated"
1489,"DTXSID5041932","68131-39-5","Alcohols, C12-15, ethoxylated"
1490,"DTXSID9028388","68131-74-8","Ashes (residues)"
1491,"DTXSID6097158","68152-81-8","Soybean oil, polymd., oxidized"
1492,"DTXSID60892206","68153-70-8","Fatty acids, vegetable-oil, polymers with C>10 alpha-alkenes and lard oil, sulfurized"
1493,"DTXSID4028410","68187-58-6","Aromatic petroleum pitch"
1494,"DTXSID9028415","68187-84-8","Castor oil, oxidized"
1495,"DTXSID5041934","68213-23-0","Alcohols, C12-18, ethoxylated"
1496,"DTXSID0029717","10213-79-3","Silicic acid (H2SiO3), disodium salt, pentahydrate"
1497,"DTXSID8032330","1820573-27-0","beta-Cyfluthrin"
1498,"DTXSID5035957","68359-37-5","Cyfluthrin"
1499,"DTXSID8051461","1812-53-9","Dihexadecyldimethylammonium chloride"
1500,"DTXSID9029431","68409-75-6","Bone meal"
1501,"DTXSID9028467","68410-23-1","Fatty acids, C18-unsatd., dimers, reaction products with polyethylenepolyamines"
1502,"DTXSID3029784","68411-30-3","Benzenesulfonic acid, C10-13-alkyl derivs., sodium salts"
1503,"DTXSID7051266","68424-95-3","Quaternary ammonium compounds, di-C8-10-alkyldimethyl, chlorides"
1504,"DTXSID9041944","68439-46-3","Alcohols, C9-11, ethoxylated"
1505,"DTXSID50895125","68440-63-1","Siloxanes and Silicones, di-Me, di-Ph, hydroxy-terminated, reaction products with chlorotrimethylsilane, hydrochloric acid, iso-Pr alc., sodium silicate and [(ethenyldimethylsilyl)oxy]-terminated di-Me, di-Ph siloxanes"
1506,"DTXSID7096915","68131-77-1","Distillates (petroleum), steam-cracked, polymd."
1507,"DTXSID50889403","68460-21-9","1,3-Propanediol, 2-(hydroxymethyl)-2-methyl-, polymer with 2-(chloromethyl)oxirane"
1508,"DTXSID1098836","68476-25-5","Aventurine"
1509,"DTXSID7097486","68188-83-0","Rare earths"
1510,"DTXSID5028617","68479-09-4","2-Propenoic acid, telomer with sodium hydrogen sulfite, sodium salt"
1511,"DTXSID0028666","68515-49-1","1,2-Benzenedicarboxylic acid, di-C9-11-branched alkyl esters, C10-rich"
1512,"DTXSID70872594","68515-73-1","D-?Glucopyranose, oligomeric, decyl octyl glycosides"
1513,"DTXSID2041208","58846-77-8","Decyl beta-D-glucopyranoside"
1514,"DTXSID4028709","68527-27-5","Naphtha, petroleum, full-range alkylate, butane-contg."
1515,"DTXSID0041933","68551-12-2","Alcohols, C12-16, ethoxylated"
1516,"DTXSID3028712","68551-16-6","C9-11-isoalkanes"
1517,"DTXSID8028715","68551-20-2","C13-16 isoalkanes"
1518,"DTXSID80894803","68554-54-1","Siloxanes and Silicones, di-Me, polymers with 3-[(2-aminoethyl)amino]propyl silsesquioxanes, hydroxy-terminated"
1519,"DTXSID2040781","6858-44-2","Sodium citrate tribasic hydrate "
1520,"DTXSID101014558","None","None"
1521,"DTXSID70894539","68603-38-3","Amides, C16-18 and C18-unsatd., N,N-bis(hydroxyethyl)"
1522,"DTXSID60100116","68604-95-5","Fatty acids, C18-unsatd., dimers, polymers with ethylenediamine, pentaerythritol, phthalic anhydride and tall-oil fatty acids"
1523,"DTXSID301009753","68606-94-0","Oils, orange, sweet, terpene-free"
1524,"DTXSID8035976","13597-65-4","Zinc silicate"
1525,"DTXSID6028783","68647-72-3","Terpenes and Terpenoids, sweet Orange-oil"
1526,"DTXSID90100689","68648-82-8","Ethene, chloro-, homopolymer, chlorinated"
1527,"DTXSID3029314","17438-89-0","1-Decene, dimer"
1528,"DTXSID0028824","68855-24-3","Benzene, C14-30-alkyl derivs."
1529,"DTXSID50894557","68910-32-7","Benzenesulfonic acid, mono-C10-16-alkyl derivs., compds. with ethanolamine"
1530,"DTXSID4049581","26836-07-7","Dodecylbenzenesulfonic acid monoethanolamine salt"
1531,"DTXSID2049763","68911-87-5","Quaternary ammonium compounds, bis(hydrogenated tallow alkyl)dimethyl, salts with montmorrillonite ((Al1.22-1.67Mg0.33-0.67)(Ca0-1Na0-1)0.33Si4(OH)2O10.xH20))"
1532,"DTXSID4052429","68912-13-0","Tricyclodecenyl propionate"
1533,"DTXSID30101655","68917-33-9","Terpenes and Terpenoids, lemon-oil"
1534,"DTXSID50101854","68920-03-6","Glycerides, C16-18 and C18-unsatd., deodorizer distillates"
1535,"DTXSID20101881","68920-42-3","Bacteria, complex with amylase and proteinase"
1536,"DTXSID4028911","68953-36-6","Fatty acids, tall-oil, reaction products with tetraethylenepentamine"
1537,"DTXSID8050447","71011-24-0","Alkyl quaternary ammonium with bentonite"
1538,"DTXSID30903994","1302-87-0","Clays"
1539,"DTXSID9028912","68953-58-2","Quaternary ammonium compounds, bis(hydrogenated tallow alkyl)dimethyl, salts with bentonite"
1540,"DTXSID8029525","68955-83-9","Fatty acids, C9-13-neo-, cobalt salts"
1541,"DTXSID20872367","68956-79-6","Quaternary ammonium compounds, C12-18-alkyl[(ethylphenyl)methyl]dimethyl, chlorides"
1542,"DTXSID3041588","68991-48-0","Alcohols, C7-21, ethoxylated"
1543,"DTXSID2029533","69009-90-1","Bis(1-methylethyl)-1,1'-biphenyl"
1544,"DTXSID00110077","69011-36-5","Polyoxyethylene trimethyldecyl alcohol"
1545,"DTXSID9028966","69029-75-0","Oils, reclaimed"
1546,"DTXSID10894578","69227-20-9","Alcohols, C16-22, ethoxylated"
1547,"DTXSID20103082","69430-35-9","Hydrocarbons, C6-20, polymers, hydrogenated"
1548,"DTXSID4029806","69669-44-9","Benzenesulfonic acid, C10-14-alkyl derivs., sodium salts"
